senhJorth0,senhJorth1,senhJorth2,senhJorth3,senhJorth4,senhJorth5,senhJorth6,senhJorth7,senhJorth8,senhJorth9,senhJorth10,senhJorth11,senhJorth12,senhJorth13,senhJorth14,senhJorth15,senhJorth16,senhJorth17,senhJorth18,senhJorth19,senhJorth20,senhJorth21,senhJorth22,senhJorth23,senhJorth24,senhJorth25,senhJorth26,senhJorth27,senhJorth28,senhJorth29,senhJorth30,senhJorth31,senhJorth32,senhJorth33,senhJorth34,senhJorth35,senhJorth36,senhJorth37,senhJorth38,senhJorth39
"(0.010182313634804159, 136.39853884327752)","(0.006332685982571123, 178.80305186696495)","(0.00716186319525119, 154.73756320460873)","(0.00900003408589322, 149.8768662977684)","(0.006435384142834217, 192.35693882585753)","(0.0058662062063520514, 181.03985185716814)","(0.00665564606227658, 189.17785937143822)","(0.0062790599771610335, 184.77334218514707)","(0.0058021017245414525, 191.22270534417186)","(0.007119567555466685, 178.68551402223912)","(0.005946099070113352, 194.35998056836044)","(0.006741830750150011, 188.13092555479906)","(0.007173722719441369, 178.3201301384533)","(0.008195524990114268, 154.32345688645455)","(0.008960429192692201, 145.81949205657938)","(0.006378132159379706, 189.34570093093552)","(0.00673013480737604, 188.53725454440453)","(0.007732178314253822, 157.72280673832924)","(0.006439880213415456, 183.68525739358796)","(0.006265343122096534, 183.9058872738018)","(0.006316986068456506, 188.79696609918417)","(0.0063753156721009846, 190.76611062288535)","(0.00668290664981419, 184.93911749423012)","(0.007316976438439914, 173.64724981893508)","(0.006685499808017699, 173.63787176041856)","(0.006697772224617382, 185.65371476536924)","(0.007132968504509306, 176.46293807765724)","(0.007064090726801362, 181.74167258680822)","(0.007103634763403322, 177.41994340023882)","(0.007570217479631508, 162.49365759817132)","(0.0063378287407374456, 191.36360381456828)","(0.008885374698238439, 150.4847388393213)","(0.0003873774613433205, 3607.239946032786)","(0.0012309876539570003, 1167.3789648436268)","(0.0006629442742738387, 2533.127915499866)","(0.00024139481299308708, 6688.171595340322)","(6.457471280731829e-05, 17404.454393152384)","(0.0010936634687019602, 1264.0262099558856)","(0.00020415685434811796, 3620.0955266141486)","(5.144332419422109e-05, 33105.8263144063)"
"(0.010846471886055755, 131.16952043618318)","(0.005822663679952232, 190.0115674097085)","(0.007205634001953353, 160.69778812126862)","(0.00972877255249063, 142.27714950542466)","(0.0064197978275553945, 190.37263741961277)","(0.005514465305639969, 191.3130307403482)","(0.0068668325597878565, 182.9737803396815)","(0.0060135636030986366, 186.55379378194115)","(0.005520688701286409, 194.83764507109893)","(0.007411611841163142, 174.09404753132975)","(0.005785548391735937, 194.87809361464173)","(0.006873465917366556, 183.37181391054625)","(0.007677569409782678, 169.76781377513421)","(0.01039831412124982, 132.90575599788468)","(0.010285095749770047, 133.59447630276912)","(0.0065243950714849045, 185.656035519253)","(0.00669090704463807, 187.28887327975866)","(0.008741446975356002, 149.45401566899727)","(0.006472251109377233, 185.41695050001442)","(0.006101200864526014, 188.1012267685684)","(0.006092372225490988, 190.9560832662863)","(0.0061691113828769234, 191.41011710010025)","(0.006892865764395892, 181.42355534109268)","(0.008115969602737848, 162.8487345677022)","(0.006606012011910616, 178.84450471957254)","(0.006894869017497947, 181.42271144934318)","(0.007279751917930626, 174.21665622276942)","(0.007564677862000826, 172.46363578988763)","(0.0073353126524719125, 173.79475362432137)","(0.007253569512545343, 169.62589894076757)","(0.006337165464416708, 189.46251150664025)","(0.009252136895132454, 146.70376521400613)","(0.0005979461466393279, 2509.28492907811)","(0.0009286092269395426, 1575.0603659667267)","(0.0007260033266732117, 2337.494578996004)","(0.00010884901691558367, 14471.464318064578)","(5.546881277260715e-05, 19995.40617609265)","(0.001665356981723321, 818.5155079574964)","(0.00010557974750804175, 2837.718241732211)","(5.364213741012804e-05, 31038.82861339148)"
"(0.009242416753897538, 149.53442284902184)","(0.005074966349900017, 209.35142245802572)","(0.006905790985033322, 164.1615158251567)","(0.008934944699748445, 150.39883913035055)","(0.004886992956294938, 230.3463461333169)","(0.005101588739900614, 201.11700537784168)","(0.005002266793265612, 229.8723986158282)","(0.00497429766626339, 218.79474847897842)","(0.004637716360043469, 221.79334625579705)","(0.005504465263212172, 217.10823700611846)","(0.004653552436808218, 227.0392874520089)","(0.005061043441316631, 228.44186224519103)","(0.005554292602213225, 215.73091123373456)","(0.008295451221424811, 157.2286605454855)","(0.009101386975174701, 144.78824473717435)","(0.00490627488666116, 225.31832706626986)","(0.005086161025356091, 228.42027881579236)","(0.007584874056344942, 159.55466862200464)","(0.005026163669073019, 221.71231429604032)","(0.004894715102951655, 220.6821384128412)","(0.0048495533243057614, 225.12758448371872)","(0.004829363170441304, 228.07360084806302)","(0.0051665277548950785, 224.13070540472762)","(0.005996698055742165, 204.0703245927171)","(0.005417495866283568, 204.69107374955328)","(0.005080108492046654, 224.73355070194867)","(0.0055663186676999064, 212.22392965704762)","(0.005460195193646388, 219.9883058958879)","(0.005602313368658855, 212.07737226938588)","(0.006263478618708083, 191.07759308804944)","(0.004830872200048843, 229.49247306590829)","(0.008380804634664521, 157.10194008063297)","(0.000328936627055768, 4300.580115677312)","(0.0005035882227955375, 2665.2537725095644)","(0.00036624976869021616, 4507.950888070926)","(0.00028559269637225195, 5060.955735706804)","(6.123598955962121e-06, 221365.51409342707)","(0.002112756284528622, 661.3822529262446)","(0.00022825245517895697, 1079.125256737603)","(6.264143511647586e-05, 27147.582899491576)"
"(0.00950245195917233, 146.61024017164226)","(0.00559601685885705, 201.7773388717844)","(0.007108015986597023, 156.7757275398763)","(0.008563103573288934, 155.51343138151827)","(0.005313537787752938, 225.01859892459794)","(0.005482181023234157, 199.18875317449857)","(0.005289226892680679, 226.39774025838545)","(0.005455616065955991, 212.30599880124922)","(0.005201744413256736, 218.37793710640315)","(0.005684942560421602, 213.56455728099724)","(0.005217239299816955, 222.1085019169015)","(0.005466491654744851, 222.82452571356055)","(0.005667911086749786, 214.6425287871725)","(0.008592804764560511, 154.89354628612722)","(0.00904489551321643, 145.90657881957776)","(0.005345595425781857, 218.99392770608054)","(0.005560750046067089, 221.39448694090086)","(0.008192815143046114, 154.8667540573383)","(0.0054299249176480435, 213.83261038470152)","(0.005468029556719624, 212.9510530497779)","(0.005662749778283142, 213.18662940460933)","(0.005437122999433971, 220.40517845585484)","(0.005492463060454355, 217.31096156515812)","(0.005866230419743061, 204.72735860538643)","(0.00594118245675025, 197.912414541403)","(0.005375315782033069, 220.55550454302906)","(0.005868874612288834, 207.6936757972347)","(0.00553800308129754, 219.01688993293664)","(0.005818648742453486, 208.63464133856402)","(0.006767509400642208, 178.07204402264009)","(0.005305603663241651, 222.13630427350938)","(0.0067806846851676105, 174.46967604001375)","(0.0005888166156857193, 2139.5487481174764)","(0.0011563126466722002, 1180.9576669050664)","(0.0006801484400390091, 2433.057471562167)","(0.0012614663865377373, 1341.4784826313103)","(1.898346010886752e-05, 60783.837118021554)","(0.0014489722608824974, 979.6845654689866)","(0.0001234967256754358, 1925.3771402189234)","(2.1839279409334403e-05, 74946.0918123305)"
"(0.010967735496115159, 130.04852013130574)","(0.00595429008613463, 200.08335289151012)","(0.007271272449847729, 160.60096728160644)","(0.008604176428008274, 155.27868983715027)","(0.005963029814865539, 212.52751754500852)","(0.005369085871740214, 198.11267714503714)","(0.006246608503292583, 207.29055794960422)","(0.005835689207904522, 204.02371518440313)","(0.005390485624106441, 213.16079402277362)","(0.0067624665308247305, 193.97562666507665)","(0.005548328781979989, 215.12022898468194)","(0.006381000019835706, 203.94313700190915)","(0.0069751130051720215, 188.9330341314437)","(0.010486775605864558, 132.41017715722188)","(0.010823430620050178, 128.5674834599479)","(0.005992981500154278, 208.3821987848862)","(0.006468197201796578, 202.40776940387977)","(0.008464251453173286, 153.51614197477141)","(0.006183647828920207, 202.11576857428332)","(0.00599133049031679, 202.7366902821912)","(0.005892605444273315, 207.37717122895702)","(0.005934003267713785, 209.77347821990793)","(0.006474393426046914, 199.20052008558284)","(0.007165262503195218, 182.3538447597658)","(0.006470579792756271, 190.86712839476843)","(0.006187915972019709, 206.07857817407313)","(0.0068021273540365135, 189.6213185713565)","(0.006756033041833847, 195.240826310803)","(0.006811019009502264, 188.86473011845874)","(0.007323018478780406, 169.2901312167404)","(0.005947644786923174, 210.53335510486735)","(0.007669177017257661, 165.60532600126044)","(0.0007902857016604996, 1597.7844114377826)","(0.0006634223065873573, 2106.022803565581)","(0.0007385191085548704, 2283.043689501771)","(0.0005197104205340185, 3231.5468636567766)","(2.152762587553073e-05, 52725.87183974439)","(0.0011711160772037705, 1142.6512575872623)","(0.00028008639009936115, 1764.0624899905586)","(4.6683949460511074e-05, 35614.87003313608)"
"(0.01015295344103447, 138.40761881713567)","(0.005870625176017173, 191.58828860130018)","(0.007547543434017047, 155.10684924681684)","(0.008785779973243979, 154.73996781998852)","(0.005699704310420988, 213.33752858033344)","(0.0058448084537677586, 185.74471309763234)","(0.005800382332979698, 213.86831299341927)","(0.005916841334598546, 198.11409520233673)","(0.005554604026600399, 202.5113208137126)","(0.0063068601719697085, 201.12346662243203)","(0.005556434905140606, 208.07085910839285)","(0.005960951455606706, 209.70750026995182)","(0.006254478889099605, 203.31809196010158)","(0.008172583354183496, 156.9126601798112)","(0.009325529194012935, 141.12849055528915)","(0.005678315531575366, 209.37641044313037)","(0.0060969359314184506, 206.243454390448)","(0.0075355843521770285, 164.51537271170199)","(0.005880109675779474, 203.61316314787794)","(0.005889820157102843, 197.43025825918394)","(0.005832149450369595, 202.45075749385026)","(0.0057916100065701, 206.65662495499342)","(0.006023959445129272, 205.18254637524154)","(0.006456777952202289, 196.28106198862878)","(0.006446736882066129, 185.17543573223136)","(0.0057673632408182865, 211.47703928798185)","(0.0065678876323904895, 192.69104760610688)","(0.006196662423481975, 205.2099492091308)","(0.006572927313014072, 193.03719146972665)","(0.007278376249165779, 169.68909441751674)","(0.005669208627958558, 211.4692344876952)","(0.007803344721311243, 167.3866652965285)","(0.0006267023962567205, 2287.384803380884)","(0.0005498392393901857, 2587.2372867449585)","(0.001310313866969647, 1311.5682462251445)","(0.0003724988168193543, 3975.4491095350354)","(1.0359777893715012e-05, 109295.40427036604)","(0.00028731612527297697, 4923.687484900773)","(0.0004443988316682443, 589.7367854336857)","(0.0001781939566418913, 9646.166138566941)"
"(0.010893076047161285, 130.8799136634604)","(0.00575362153248304, 196.1070644064593)","(0.0073704699505966675, 157.56564013906873)","(0.009267323079638583, 147.85071748504828)","(0.0063275370330896875, 199.92083638700026)","(0.005687290299258506, 191.63071937353936)","(0.006646395129003567, 194.74075932715567)","(0.0060484564414310035, 196.10131499141283)","(0.005579791526636739, 204.47931158212904)","(0.007345447631161087, 180.46638904442838)","(0.0057287227981654195, 205.94775155903287)","(0.006740401159036505, 192.42944209536063)","(0.0074477641479440415, 178.18666514438104)","(0.009079451599157169, 146.19494848718512)","(0.009577103313452177, 138.53652696776774)","(0.0062786515566821575, 197.63629277125415)","(0.006672484617776342, 194.08562380234113)","(0.008088543377368626, 157.3483311805557)","(0.006434336023845547, 192.91758568404174)","(0.006066439604888782, 197.44371461028922)","(0.006013949536008579, 200.90552612735814)","(0.006127016201459027, 200.89780809998064)","(0.006785470187422939, 190.06936941205416)","(0.0077740459483773, 171.66005093673533)","(0.006676208658722784, 179.94971637976846)","(0.006673544469328229, 192.39252783952168)","(0.007199200870564551, 179.76970126921313)","(0.007327203706827661, 181.79004717937045)","(0.007273783130768405, 179.09856294242542)","(0.007946187403449195, 162.04520805053298)","(0.006239675491863937, 199.98409360506804)","(0.00865824858899072, 152.63928260147532)","(0.0012372558454138381, 1198.9071742176063)","(0.0014924663193625254, 1023.9182944785266)","(0.0008979405669966032, 1905.1008739208505)","(0.0002908656416499499, 4850.591381340589)","(1.1705317653803943e-05, 104664.09001149535)","(0.0018821056910469456, 763.9907894792302)","(0.00018928311263160074, 1308.3565825462988)","(0.0002402744002254293, 7076.067374701743)"
"(0.010096521457643398, 139.16007557275506)","(0.005585270402199794, 192.90452520560683)","(0.00688371041704502, 162.21017268264833)","(0.009355079048228023, 145.5429872553116)","(0.005516587389848449, 208.2525426187473)","(0.005350664409825452, 189.22966217132372)","(0.005673090972725597, 206.63882638844623)","(0.005431021492615794, 199.7951613276733)","(0.0051095536762822856, 202.22287425405207)","(0.006211929839446161, 196.09536334060576)","(0.005178421389366017, 206.3242275379374)","(0.005751072874643897, 206.40099531717405)","(0.006263165756558417, 195.56198103732868)","(0.008458012346762576, 153.6873811380228)","(0.008973174282544008, 144.83024727186316)","(0.005541159136907816, 203.42684722837978)","(0.005770437879438567, 206.6643782935602)","(0.007699620061028169, 159.50097890664335)","(0.0056274709655167576, 200.56897661458729)","(0.005452058145149755, 200.13050940354648)","(0.005491231217879303, 203.50921607078917)","(0.005495416017541369, 206.39543997849708)","(0.005837247921541094, 201.4715521683973)","(0.00666928925992082, 186.31859847700468)","(0.005975008226865439, 190.86288402689996)","(0.005771777989335278, 202.66280293899592)","(0.0061882300372533144, 194.7119103651477)","(0.006160720568690643, 198.78020698253476)","(0.0062557917496807525, 192.86510860583485)","(0.006750333480821566, 176.86470460808474)","(0.005438062339020102, 206.70766984869945)","(0.007547749451888452, 164.9729421682934)","(0.0009339704109858501, 1496.1496176161336)","(0.00029364853192015807, 4646.045308567443)","(0.0006069065249357386, 2867.0945463518224)","(0.000913822426677021, 1758.782940228067)","(0.00011302997539173983, 9337.945274191978)","(0.0006315794448146518, 2283.7835260850843)","(0.00017115561029337515, 2729.446928329681)","(6.940811629919061e-05, 24493.18244049093)"
"(0.011299078085368227, 125.26024301075864)","(0.008077591760529529, 157.0736155978435)","(0.007519309026442349, 149.38181884108857)","(0.009413849866496023, 142.8705541325879)","(0.008945506645338027, 154.86968496984332)","(0.0079672084681601, 157.79767059534117)","(0.008998828436502678, 154.44937825597015)","(0.008273565026325766, 160.15020803034676)","(0.008544955516090903, 157.8554530655162)","(0.009030301041000848, 151.14422020838694)","(0.008745747449673767, 156.08770710699284)","(0.009306012492024831, 150.18769683535513)","(0.009133481237083954, 150.81958280233383)","(0.010706920537962319, 129.27769595506854)","(0.010571521439724242, 129.83021077910223)","(0.008582698822846431, 156.74580291531407)","(0.009615680562208035, 146.6423262555928)","(0.00948533110200464, 137.69479504120292)","(0.00836143436802661, 157.24163921287442)","(0.008657229646635472, 153.59682397553433)","(0.009108345661272206, 150.86624331544454)","(0.009094961273986882, 152.17005998298583)","(0.008844924745443966, 153.7876363351598)","(0.008706281998035942, 153.31959292006218)","(0.008469760234829291, 148.68746675889471)","(0.008671709221361337, 156.44401865413684)","(0.008991418967178073, 150.1174725808465)","(0.009073263609176268, 152.7221590780185)","(0.008955708062372489, 151.44422478038024)","(0.008324977852621127, 150.99244973895983)","(0.008732912163355564, 156.38989317715706)","(0.008166887711920085, 151.02280071981627)","(0.0010849739288093854, 1374.3263717415564)","(0.0008453055542044038, 1906.8560873952897)","(0.0006187329221292782, 2648.2016595454807)","(0.0007948867951077402, 2103.2363755233237)","(1.7702735757377605e-05, 62197.516297965616)","(0.0007409749821709735, 1915.1092553691126)","(0.00036975335794215016, 614.7237875933597)","(2.79791299698531e-05, 58461.06177395882)"
"(0.009852952426485416, 140.8040129443909)","(0.00473073024825409, 208.04039525187602)","(0.006525063402619172, 168.67053605112724)","(0.00846148831598275, 155.54975565953077)","(0.004756641442587847, 229.8690573893193)","(0.004764354874900565, 200.26220882852368)","(0.005021070133624136, 227.6758412471254)","(0.004846200881336744, 215.3839684884709)","(0.004495915173219684, 215.44055729471043)","(0.005444013869217285, 217.15836334003413)","(0.004542727771811224, 221.66358025011752)","(0.0050135334615774504, 228.02182407831958)","(0.005618965537206708, 215.57383698076265)","(0.00785661292504482, 163.57319046654445)","(0.008665046210437682, 149.93150278158978)","(0.00491436493199488, 222.64672524148799)","(0.004956822129309457, 228.42732301348482)","(0.007702181121128365, 156.4881373978517)","(0.005002820054366084, 218.13564715913228)","(0.004888050740015376, 213.0693092011488)","(0.0047812514594340865, 221.21571196473892)","(0.004752765076351497, 224.42611120416177)","(0.005183134534610929, 220.7985022149581)","(0.006135651120967972, 201.33704187910482)","(0.005343789573805871, 201.37844539165133)","(0.005053978160620091, 224.98553147093986)","(0.005604581647159849, 210.2409738592739)","(0.0054949913359642125, 218.91251617016317)","(0.005630321846722507, 211.17767107152525)","(0.0065843216120173645, 188.58678471016282)","(0.004745222229010393, 226.87270877678228)","(0.007679043956741997, 166.67199790131974)","(0.00059389348418694, 2306.9395314099183)","(0.000815351579008127, 1658.8598338792417)","(0.0008078282031267981, 2082.182633863555)","(0.0003311681035646292, 4114.2374969645025)","(0.00018359394929072292, 5541.959274840951)","(0.0012954143976327069, 1085.5762011156141)","(0.000778699070913549, 329.2594123904151)","(5.795774845677682e-05, 29294.735218836187)"
"(0.008906834659041995, 154.10769982778498)","(0.005238530560725091, 206.8380671983575)","(0.007179058574889608, 159.4630343205529)","(0.009192195656643655, 148.6536245972607)","(0.004410643338158127, 232.89637598528316)","(0.005224138224221961, 201.14139376517682)","(0.004472857309869114, 234.19426420406003)","(0.004998512440931594, 221.74455862551048)","(0.0044572967410921914, 222.8998130845462)","(0.0049468429581293275, 223.78627678148825)","(0.004364448285051731, 226.31811707657712)","(0.004627596379618604, 233.89954372186608)","(0.005006936498633248, 226.77751128893087)","(0.00932226795452112, 145.60337827225632)","(0.010630400526000129, 128.95761538236297)","(0.0044924193246008055, 225.40139234891862)","(0.004652131841715631, 235.35913633906432)","(0.008862834189367386, 145.23483478409048)","(0.004674146738693847, 221.24393402955508)","(0.004693121384995331, 220.25861474738815)","(0.004685062861468234, 226.15182301345757)","(0.004489642839382086, 231.14481940157538)","(0.004702637501182765, 226.94416596305265)","(0.005336442270062001, 213.70798239983586)","(0.005047293356037655, 212.62006690746549)","(0.004750068649163763, 229.7021871020922)","(0.005090440720011923, 223.32643156371208)","(0.0047980489635195385, 230.26771568681545)","(0.005060533278964135, 223.4834428898832)","(0.006546986791520376, 189.7434041337414)","(0.004416336545810118, 229.37420178102954)","(0.007675326552444358, 165.1138369559015)","(0.0004061504787413613, 3490.9262852612114)","(0.0010951761667474021, 1104.8281283311644)","(0.0001743691893545928, 9539.995541750826)","(0.0014543271364448294, 1167.7660886911513)","(3.42591264745041e-05, 32835.25233727268)","(0.00048766280402740464, 2983.8487350580713)","(0.0002455347249010412, 979.9940869551687)","(1.3779785437955967e-05, 109534.68566239072)"
